Entity,Code,Day,total_vaccinations
Alaska,,2021-12-14,996579
Alaska,,2021-12-15,998574
Alaska,,2021-12-16,1001669
Alaska,,2021-12-17,1003930
Alaska,,2021-12-18,1005798
Alaska,,2021-12-19,1005798
Alaska,,2021-12-20,1005845
Alaska,,2021-12-21,1010674
Alaska,,2021-12-22,1012780
Alaska,,2021-12-23,1015137
Alaska,,2021-12-27,1015258
Alaska,,2021-12-28,1021090
Alaska,,2021-12-29,1022703
Alaska,,2021-12-30,1024695
Alaska,,2022-01-04,1030144
Alaska,,2022-01-05,1031775
Alaska,,2022-01-06,1033747
Alaska,,2022-01-07,1035725
Alaska,,2022-01-08,1037769
Alaska,,2022-01-09,1037875
Alaska,,2022-01-10,1037878
Alaska,,2022-01-11,1042208
Alaska,,2022-01-12,1043804
Alaska,,2022-01-13,1045775
Alaska,,2022-01-14,1046079
Alaska,,2022-01-15,1049726
Alaska,,2022-01-18,1053332
Alaska,,2022-01-19,1054116
Alaska,,2022-01-20,1055678
Alaska,,2022-01-21,1057386
Alaska,,2022-01-22,1059021
Alaska,,2022-01-23,1059073
Alaska,,2022-01-24,1061871
Alaska,,2022-01-25,1062252
Alaska,,2022-01-26,1063144
Alaska,,2022-01-27,1064346
Alaska,,2022-01-28,1065580
Alaska,,2022-02-03,1065664
Alaska,,2022-02-04,1066697
Alaska,,2022-02-05,1067650
Alaska,,2022-02-06,1067695
Alaska,,2022-02-07,1069334
Alaska,,2022-02-08,1069547
Alaska,,2022-02-09,1069654
Alaska,,2022-02-10,1069743
Alaska,,2022-02-11,1072426
Alaska,,2022-02-12,1073457
Alaska,,2022-02-13,1073480
Alaska,,2022-02-14,1073480
Alaska,,2022-02-15,1074888
Alaska,,2022-02-16,1074946
Alaska,,2022-02-17,1089446
Alaska,,2022-02-18,1090290
Alaska,,2022-02-19,1090981
Alaska,,2022-02-22,1092635
Alaska,,2022-02-23,1092637
Alaska,,2022-02-24,1093808
Alaska,,2022-02-25,1093812
Alaska,,2022-02-26,1093935
Alaska,,2022-02-28,1095817
Alaska,,2022-03-01,1095853
Alaska,,2022-03-02,1096833
Alaska,,2022-03-03,1096842
Alaska,,2022-03-04,1098214
Alaska,,2022-03-05,1098366
Alaska,,2022-03-06,1098418
Alaska,,2022-03-07,1099705
Alaska,,2022-03-08,1104845
Alaska,,2022-03-09,1105378
Alaska,,2022-03-10,1106099
Alaska,,2022-03-11,1106583
Alaska,,2022-03-12,1107118
Alaska,,2022-03-13,1107149
Alaska,,2022-03-14,1107149
Alaska,,2022-03-15,1107985
Alaska,,2022-03-16,1108025
Alaska,,2022-03-17,1108082
Alaska,,2022-03-18,1108238
Alaska,,2022-03-19,1109755
Alaska,,2022-03-20,1109810
Alaska,,2022-03-21,1110575
Alaska,,2022-03-22,1110690
Alaska,,2022-03-23,1112124
Alaska,,2022-03-24,1112545
Alaska,,2022-03-25,1112963
Alaska,,2022-03-26,1113188
Alaska,,2022-03-27,1113386
Alaska,,2022-03-28,1114710
Alaska,,2022-03-29,1114783
Alaska,,2022-03-30,1114829
Alaska,,2022-03-31,1115657
Alaska,,2022-04-01,1116746
Alaska,,2022-04-02,1119337
Alaska,,2022-04-03,1119377
Alaska,,2022-04-04,1119377
Alaska,,2022-04-05,1121905
Alaska,,2022-04-06,1121943
Alaska,,2022-04-07,1124251
Alaska,,2022-04-08,1124352
Alaska,,2022-04-09,1124491
Alaska,,2022-04-10,1124568
Alaska,,2022-04-11,1128898
Alaska,,2022-04-12,1129199
Alaska,,2022-04-13,1130187
Alaska,,2022-04-14,1130226
Alaska,,2022-04-15,1132561
Alaska,,2022-04-17,1133767
Alaska,,2022-04-18,1133767
Alaska,,2022-04-19,1135566
Alaska,,2022-04-20,1136889
Alaska,,2022-04-21,1137994
Alaska,,2022-04-23,1140115
Alaska,,2022-04-24,1140160
Alaska,,2022-04-25,1141537
Alaska,,2022-04-26,1141726
Alaska,,2022-04-27,1142314
Alaska,,2022-04-29,1143412
Alaska,,2022-04-30,1145077
Alaska,,2022-05-01,1145164
Alaska,,2022-05-12,1152507
Alaska,,2022-05-13,1153223
Alaska,,2022-05-14,1153294
Alaska,,2022-05-15,1153357
Alaska,,2022-05-16,1155005
Alaska,,2022-05-17,1155037
Alaska,,2022-05-18,1155236
Alaska,,2022-05-19,1156712
Alaska,,2022-05-20,1156805
Alaska,,2022-05-21,1156870
Alaska,,2022-05-22,1156926
Alaska,,2022-05-23,1158819
Alaska,,2022-05-24,1158836
Alaska,,2022-05-25,1159990
Alaska,,2022-05-26,1161182
Alaska,,2022-05-27,1161268
Alaska,,2022-05-31,1163029
Alaska,,2022-06-29,1174755
Alaska,,2022-07-06,1178111
Alaska,,2022-07-13,1181814
Alaska,,2022-07-20,1186419
Alaska,,2022-07-27,1189864
Alaska,,2022-08-03,1193878
Alaska,,2022-08-10,1197172
Alaska,,2022-08-17,1197356
Alaska,,2022-08-24,1202497
Alaska,,2022-08-31,1204769
Alaska,,2022-09-07,1204887
Alaska,,2022-09-14,1209093
Alaska,,2022-09-21,1216011
Alaska,,2022-09-28,1224705
Alaska,,2022-10-05,1235188
Alaska,,2022-10-12,1244818
Alaska,,2022-10-19,1253333
Alaska,,2022-10-26,1262205
Alaska,,2022-11-02,1269692
Alaska,,2022-11-09,1276350
Alaska,,2022-11-16,1282694
Alaska,,2022-11-23,1287892
Alaska,,2022-11-30,1291050
Alaska,,2022-12-07,1295275
Alaska,,2022-12-14,1298410
Alaska,,2022-12-21,1301634
Alaska,,2022-12-28,1303955
Alaska,,2023-01-04,1306133
Alaska,,2023-01-11,1308299
Alaska,,2023-01-18,1311019
Alaska,,2023-01-25,1312597
Alaska,,2023-02-01,1314171
Alaska,,2023-02-08,1315549
Alaska,,2023-02-15,1316657
Alaska,,2023-02-22,1318018
Alaska,,2023-03-01,1318755
Alaska,,2023-03-08,1319712
Alaska,,2023-03-15,1320573
Alaska,,2023-03-22,1321519
Alaska,,2023-03-29,1322503
American Samoa,ASM,2021-01-12,2124
American Samoa,ASM,2021-01-13,2577
American Samoa,ASM,2021-01-14,2971
American Samoa,ASM,2021-01-15,3883
American Samoa,ASM,2021-01-19,4756
American Samoa,ASM,2021-01-20,5313
American Samoa,ASM,2021-01-21,5664
American Samoa,ASM,2021-01-22,6569
American Samoa,ASM,2021-01-23,6831
American Samoa,ASM,2021-01-24,8046
American Samoa,ASM,2021-01-25,8046
American Samoa,ASM,2021-01-26,8315
American Samoa,ASM,2021-01-27,9085
American Samoa,ASM,2021-01-28,9085
American Samoa,ASM,2021-01-29,9925
American Samoa,ASM,2021-01-30,9925
American Samoa,ASM,2021-01-31,9925
American Samoa,ASM,2021-02-01,10761
American Samoa,ASM,2021-02-02,10761
American Samoa,ASM,2021-02-03,11066
American Samoa,ASM,2021-02-04,11257
American Samoa,ASM,2021-02-05,12029
American Samoa,ASM,2021-02-06,12259
American Samoa,ASM,2021-02-07,12259
American Samoa,ASM,2021-02-08,12259
American Samoa,ASM,2021-02-09,12680
American Samoa,ASM,2021-02-10,13318
American Samoa,ASM,2021-02-11,13513
American Samoa,ASM,2021-02-12,15032
American Samoa,ASM,2021-02-13,15382
American Samoa,ASM,2021-02-14,15382
American Samoa,ASM,2021-02-16,16109
American Samoa,ASM,2021-02-17,16269
American Samoa,ASM,2021-02-18,16269
American Samoa,ASM,2021-02-19,16269
American Samoa,ASM,2021-02-20,17740
American Samoa,ASM,2021-02-21,18778
American Samoa,ASM,2021-02-22,18816
American Samoa,ASM,2021-02-23,18816
American Samoa,ASM,2021-02-24,19739
American Samoa,ASM,2021-02-25,19739
American Samoa,ASM,2021-02-26,20336
American Samoa,ASM,2021-02-27,20338
American Samoa,ASM,2021-02-28,20338
American Samoa,ASM,2021-03-01,20338
American Samoa,ASM,2021-03-02,21079
American Samoa,ASM,2021-03-03,21079
American Samoa,ASM,2021-03-04,21625
American Samoa,ASM,2021-03-05,21625
American Samoa,ASM,2021-03-06,21625
American Samoa,ASM,2021-03-07,21625
American Samoa,ASM,2021-03-08,21625
American Samoa,ASM,2021-03-09,21625
American Samoa,ASM,2021-03-13,23696
American Samoa,ASM,2021-03-14,23696
American Samoa,ASM,2021-03-15,24300
American Samoa,ASM,2021-03-16,24300
American Samoa,ASM,2021-03-17,24300
American Samoa,ASM,2021-03-18,24300
American Samoa,ASM,2021-03-19,24300
American Samoa,ASM,2021-03-20,24300
American Samoa,ASM,2021-03-21,24300
American Samoa,ASM,2021-03-22,27015
American Samoa,ASM,2021-03-23,27263
American Samoa,ASM,2021-03-24,27837
American Samoa,ASM,2021-03-25,27864
American Samoa,ASM,2021-03-26,28503
American Samoa,ASM,2021-03-27,28527
American Samoa,ASM,2021-03-28,28527
American Samoa,ASM,2021-03-29,28527
American Samoa,ASM,2021-03-30,29079
American Samoa,ASM,2021-03-31,31167
American Samoa,ASM,2021-04-01,31167
American Samoa,ASM,2021-04-02,31761
American Samoa,ASM,2021-04-03,31761
American Samoa,ASM,2021-04-04,31775
American Samoa,ASM,2021-04-05,31775
American Samoa,ASM,2021-04-06,31775
American Samoa,ASM,2021-04-07,32856
American Samoa,ASM,2021-04-08,32904
American Samoa,ASM,2021-04-09,33545
American Samoa,ASM,2021-04-10,33545
American Samoa,ASM,2021-04-11,34165
American Samoa,ASM,2021-04-12,34165
American Samoa,ASM,2021-04-13,34165
American Samoa,ASM,2021-04-14,34786
American Samoa,ASM,2021-04-15,34786
American Samoa,ASM,2021-04-16,35972
American Samoa,ASM,2021-04-17,35972
American Samoa,ASM,2021-04-18,35972
American Samoa,ASM,2021-04-19,35972
American Samoa,ASM,2021-04-20,35972
American Samoa,ASM,2021-04-21,36093
American Samoa,ASM,2021-04-22,36093
American Samoa,ASM,2021-04-23,37231
American Samoa,ASM,2021-04-24,37231
American Samoa,ASM,2021-04-25,37590
American Samoa,ASM,2021-04-26,37590
American Samoa,ASM,2021-04-27,37808
American Samoa,ASM,2021-04-28,37808
American Samoa,ASM,2021-04-29,38337
American Samoa,ASM,2021-04-30,38743
American Samoa,ASM,2021-05-01,38743
American Samoa,ASM,2021-05-02,38743
American Samoa,ASM,2021-05-03,38743
American Samoa,ASM,2021-05-04,39125
American Samoa,ASM,2021-05-05,39268
American Samoa,ASM,2021-05-06,39268
American Samoa,ASM,2021-05-07,39666
American Samoa,ASM,2021-05-08,39666
American Samoa,ASM,2021-05-09,39666
American Samoa,ASM,2021-05-10,39666
American Samoa,ASM,2021-05-11,39666
American Samoa,ASM,2021-05-12,39666
American Samoa,ASM,2021-05-13,40091
American Samoa,ASM,2021-05-14,40091
American Samoa,ASM,2021-05-15,40525
American Samoa,ASM,2021-05-16,40525
American Samoa,ASM,2021-05-17,40525
American Samoa,ASM,2021-05-18,40525
American Samoa,ASM,2021-05-19,41461
American Samoa,ASM,2021-05-20,41461
American Samoa,ASM,2021-05-21,41907
American Samoa,ASM,2021-05-22,41907
American Samoa,ASM,2021-05-23,41907
American Samoa,ASM,2021-05-24,41907
American Samoa,ASM,2021-05-25,41907
American Samoa,ASM,2021-05-26,41907
American Samoa,ASM,2021-05-27,42511
American Samoa,ASM,2021-05-28,42511
American Samoa,ASM,2021-05-29,42511
American Samoa,ASM,2021-05-30,42511
American Samoa,ASM,2021-06-01,42511
American Samoa,ASM,2021-06-02,43052
American Samoa,ASM,2021-06-03,43052
American Samoa,ASM,2021-06-04,43052
American Samoa,ASM,2021-06-05,43401
American Samoa,ASM,2021-06-06,43401
American Samoa,ASM,2021-06-07,43401
American Samoa,ASM,2021-06-08,43401
American Samoa,ASM,2021-06-09,43401
American Samoa,ASM,2021-06-10,43401
American Samoa,ASM,2021-06-11,43712
American Samoa,ASM,2021-06-12,43712
American Samoa,ASM,2021-06-13,44016
American Samoa,ASM,2021-06-14,44016
American Samoa,ASM,2021-06-15,44386
American Samoa,ASM,2021-06-16,44646
American Samoa,ASM,2021-06-17,44646
American Samoa,ASM,2021-06-18,45025
American Samoa,ASM,2021-06-19,45025
American Samoa,ASM,2021-06-20,45025
American Samoa,ASM,2021-06-21,45025
American Samoa,ASM,2021-06-22,45335
American Samoa,ASM,2021-06-23,45335
American Samoa,ASM,2021-06-24,45749
American Samoa,ASM,2021-06-25,46045
American Samoa,ASM,2021-06-26,46103
American Samoa,ASM,2021-06-27,46103
American Samoa,ASM,2021-06-28,46103
American Samoa,ASM,2021-06-29,46103
American Samoa,ASM,2021-06-30,46103
American Samoa,ASM,2021-07-01,46780
American Samoa,ASM,2021-07-02,47031
American Samoa,ASM,2021-07-03,47083
American Samoa,ASM,2021-07-04,47310
American Samoa,ASM,2021-07-06,47310
American Samoa,ASM,2021-07-07,47673
American Samoa,ASM,2021-07-08,47735
American Samoa,ASM,2021-07-09,48139
American Samoa,ASM,2021-07-10,48178
American Samoa,ASM,2021-07-11,48178
American Samoa,ASM,2021-07-12,48178
American Samoa,ASM,2021-07-13,48722
American Samoa,ASM,2021-07-14,49040
American Samoa,ASM,2021-07-15,49122
American Samoa,ASM,2021-07-16,49447
American Samoa,ASM,2021-07-17,49447
American Samoa,ASM,2021-07-18,49447
American Samoa,ASM,2021-07-19,49447
American Samoa,ASM,2021-07-20,49581
American Samoa,ASM,2021-07-21,50010
American Samoa,ASM,2021-07-22,50065
American Samoa,ASM,2021-07-23,50065
American Samoa,ASM,2021-07-24,50319
American Samoa,ASM,2021-07-25,50319
American Samoa,ASM,2021-07-26,51247
American Samoa,ASM,2021-07-27,51247
American Samoa,ASM,2021-07-28,51668
American Samoa,ASM,2021-07-29,51670
American Samoa,ASM,2021-07-30,51670
American Samoa,ASM,2021-07-31,51967
American Samoa,ASM,2021-08-01,51967
American Samoa,ASM,2021-08-02,52214
American Samoa,ASM,2021-08-03,52214
American Samoa,ASM,2021-08-04,52559
American Samoa,ASM,2021-08-05,52559
American Samoa,ASM,2021-08-06,52933
American Samoa,ASM,2021-08-07,52933
American Samoa,ASM,2021-08-08,52933
American Samoa,ASM,2021-08-09,52933
American Samoa,ASM,2021-08-10,53169
American Samoa,ASM,2021-08-11,53169
American Samoa,ASM,2021-08-12,53169
American Samoa,ASM,2021-08-13,53783
American Samoa,ASM,2021-08-14,53819
American Samoa,ASM,2021-08-15,53819
American Samoa,ASM,2021-08-16,53819
American Samoa,ASM,2021-08-17,54295
American Samoa,ASM,2021-08-18,54295
American Samoa,ASM,2021-08-19,54647
American Samoa,ASM,2021-08-20,54647
American Samoa,ASM,2021-08-21,54964
American Samoa,ASM,2021-08-22,54964
American Samoa,ASM,2021-08-23,54964
American Samoa,ASM,2021-08-24,55217
American Samoa,ASM,2021-08-25,55486
American Samoa,ASM,2021-08-26,55562
American Samoa,ASM,2021-08-27,55562
American Samoa,ASM,2021-08-28,55576
American Samoa,ASM,2021-08-29,55576
American Samoa,ASM,2021-08-30,55576
American Samoa,ASM,2021-08-31,55576
American Samoa,ASM,2021-09-01,55576
American Samoa,ASM,2021-09-02,55576
American Samoa,ASM,2021-09-03,56896
American Samoa,ASM,2021-09-04,56971
American Samoa,ASM,2021-09-07,56971
American Samoa,ASM,2021-09-08,57749
American Samoa,ASM,2021-09-09,57755
American Samoa,ASM,2021-09-10,58459
American Samoa,ASM,2021-09-11,58459
American Samoa,ASM,2021-09-12,58459
American Samoa,ASM,2021-09-13,58459
American Samoa,ASM,2021-09-14,58461
American Samoa,ASM,2021-09-15,58461
American Samoa,ASM,2021-09-16,58463
American Samoa,ASM,2021-09-17,58463
American Samoa,ASM,2021-09-18,58827
American Samoa,ASM,2021-09-19,58827
American Samoa,ASM,2021-09-20,58827
American Samoa,ASM,2021-09-21,59272
American Samoa,ASM,2021-09-22,59272
American Samoa,ASM,2021-09-24,60516
American Samoa,ASM,2021-09-25,60992
American Samoa,ASM,2021-09-26,60992
American Samoa,ASM,2021-09-27,61778
American Samoa,ASM,2021-09-28,61778
American Samoa,ASM,2021-09-29,62048
American Samoa,ASM,2021-09-30,62048
American Samoa,ASM,2021-10-01,62461
American Samoa,ASM,2021-10-02,62461
American Samoa,ASM,2021-10-03,62461
American Samoa,ASM,2021-10-04,62461
American Samoa,ASM,2021-10-05,62461
American Samoa,ASM,2021-10-06,62461
American Samoa,ASM,2021-10-07,63123
American Samoa,ASM,2021-10-08,63123
American Samoa,ASM,2021-10-09,63460
American Samoa,ASM,2021-10-12,63460
American Samoa,ASM,2021-10-13,63460
American Samoa,ASM,2021-10-14,63952
American Samoa,ASM,2021-10-15,63952
American Samoa,ASM,2021-10-16,63952
American Samoa,ASM,2021-10-17,63952
American Samoa,ASM,2021-10-18,63952
American Samoa,ASM,2021-10-19,65357
American Samoa,ASM,2021-10-20,65357
American Samoa,ASM,2021-10-21,65441
American Samoa,ASM,2021-10-22,65441
American Samoa,ASM,2021-10-23,65441
American Samoa,ASM,2021-10-24,65441
American Samoa,ASM,2021-10-25,65441
American Samoa,ASM,2021-10-26,65566
American Samoa,ASM,2021-10-27,65566
American Samoa,ASM,2021-10-28,65651
American Samoa,ASM,2021-10-29,65651
American Samoa,ASM,2021-10-30,65780
American Samoa,ASM,2021-10-31,65780
American Samoa,ASM,2021-11-01,65780
American Samoa,ASM,2021-11-02,65780
American Samoa,ASM,2021-11-03,66045
American Samoa,ASM,2021-11-04,66045
American Samoa,ASM,2021-11-05,66218
American Samoa,ASM,2021-11-06,66218
American Samoa,ASM,2021-11-07,66218
American Samoa,ASM,2021-11-08,66218
American Samoa,ASM,2021-11-09,66424
American Samoa,ASM,2021-11-10,66424
American Samoa,ASM,2021-11-12,66588
American Samoa,ASM,2021-11-13,66788
American Samoa,ASM,2021-11-14,66788
American Samoa,ASM,2021-11-15,66788
American Samoa,ASM,2021-11-16,66939
American Samoa,ASM,2021-11-17,66939
American Samoa,ASM,2021-11-18,66939
American Samoa,ASM,2021-11-19,66939
American Samoa,ASM,2021-11-20,66939
American Samoa,ASM,2021-11-21,66939
American Samoa,ASM,2021-11-22,66939
American Samoa,ASM,2021-11-23,67553
American Samoa,ASM,2021-11-24,67553
American Samoa,ASM,2021-11-29,67693
American Samoa,ASM,2021-11-30,67867
American Samoa,ASM,2021-12-01,67867
American Samoa,ASM,2021-12-02,67867
American Samoa,ASM,2021-12-03,67867
American Samoa,ASM,2021-12-04,69985
American Samoa,ASM,2021-12-05,69985
American Samoa,ASM,2021-12-06,71187
American Samoa,ASM,2021-12-07,71187
American Samoa,ASM,2021-12-08,71187
American Samoa,ASM,2021-12-09,71187
American Samoa,ASM,2021-12-10,71187
American Samoa,ASM,2021-12-11,72940
American Samoa,ASM,2021-12-12,72940
American Samoa,ASM,2021-12-13,72940
American Samoa,ASM,2021-12-14,72940
American Samoa,ASM,2021-12-15,73265
American Samoa,ASM,2021-12-16,73265
American Samoa,ASM,2021-12-17,74151
American Samoa,ASM,2021-12-18,74151
American Samoa,ASM,2021-12-19,74151
American Samoa,ASM,2021-12-20,74151
American Samoa,ASM,2021-12-21,74675
American Samoa,ASM,2021-12-22,74867
American Samoa,ASM,2021-12-23,74926
American Samoa,ASM,2021-12-27,75616
American Samoa,ASM,2021-12-28,75819
American Samoa,ASM,2021-12-29,75819
American Samoa,ASM,2021-12-30,75819
American Samoa,ASM,2022-01-04,78317
American Samoa,ASM,2022-01-05,78810
American Samoa,ASM,2022-01-06,79194
American Samoa,ASM,2022-01-07,79825
American Samoa,ASM,2022-01-08,80327
American Samoa,ASM,2022-01-09,80327
American Samoa,ASM,2022-01-10,80327
American Samoa,ASM,2022-01-11,80788
American Samoa,ASM,2022-01-12,81168
American Samoa,ASM,2022-01-13,81421
American Samoa,ASM,2022-01-14,81831
American Samoa,ASM,2022-01-15,82022
American Samoa,ASM,2022-01-18,82022
American Samoa,ASM,2022-01-19,82494
American Samoa,ASM,2022-01-20,82614
American Samoa,ASM,2022-01-21,82845
American Samoa,ASM,2022-01-22,82990
American Samoa,ASM,2022-01-23,82990
American Samoa,ASM,2022-01-24,82990
American Samoa,ASM,2022-01-25,82990
American Samoa,ASM,2022-01-26,83111
American Samoa,ASM,2022-01-27,83333
American Samoa,ASM,2022-01-28,83425
American Samoa,ASM,2022-01-29,83602
American Samoa,ASM,2022-01-30,83602
American Samoa,ASM,2022-01-31,83602
American Samoa,ASM,2022-02-01,83981
American Samoa,ASM,2022-02-02,84058
American Samoa,ASM,2022-02-03,84311
American Samoa,ASM,2022-02-04,84396
American Samoa,ASM,2022-02-05,84396
American Samoa,ASM,2022-02-06,84396
American Samoa,ASM,2022-02-07,84396
American Samoa,ASM,2022-02-08,84972
American Samoa,ASM,2022-02-09,85061
American Samoa,ASM,2022-02-10,85247
American Samoa,ASM,2022-02-11,85247
American Samoa,ASM,2022-02-12,85408
American Samoa,ASM,2022-02-13,85408
American Samoa,ASM,2022-02-14,85408
American Samoa,ASM,2022-02-15,85640
American Samoa,ASM,2022-02-16,85698
American Samoa,ASM,2022-02-17,85779
American Samoa,ASM,2022-02-18,85962
American Samoa,ASM,2022-02-19,85962
American Samoa,ASM,2022-02-22,85962
American Samoa,ASM,2022-02-23,86358
American Samoa,ASM,2022-02-24,86358
American Samoa,ASM,2022-02-25,86358
American Samoa,ASM,2022-02-26,87449
American Samoa,ASM,2022-02-28,88816
American Samoa,ASM,2022-03-01,88816
American Samoa,ASM,2022-03-02,88856
American Samoa,ASM,2022-03-03,88863
American Samoa,ASM,2022-03-04,88910
American Samoa,ASM,2022-03-05,90428
American Samoa,ASM,2022-03-06,90428
American Samoa,ASM,2022-03-07,92238
American Samoa,ASM,2022-03-08,92238
American Samoa,ASM,2022-03-09,92238
American Samoa,ASM,2022-03-10,93864
American Samoa,ASM,2022-03-11,93864
American Samoa,ASM,2022-03-12,96143
American Samoa,ASM,2022-03-13,96143
American Samoa,ASM,2022-03-14,98196
American Samoa,ASM,2022-03-15,98196
American Samoa,ASM,2022-03-16,98196
American Samoa,ASM,2022-03-17,99524
American Samoa,ASM,2022-03-18,99984
American Samoa,ASM,2022-03-19,100375
American Samoa,ASM,2022-03-20,100375
American Samoa,ASM,2022-03-21,100375
American Samoa,ASM,2022-03-22,100375
American Samoa,ASM,2022-03-23,100375
American Samoa,ASM,2022-03-24,102185
American Samoa,ASM,2022-03-25,102185
American Samoa,ASM,2022-03-26,102883
American Samoa,ASM,2022-03-27,102883
American Samoa,ASM,2022-03-28,102883
American Samoa,ASM,2022-03-29,103710
American Samoa,ASM,2022-03-30,103883
American Samoa,ASM,2022-03-31,104022
American Samoa,ASM,2022-04-01,104022
American Samoa,ASM,2022-04-02,104022
American Samoa,ASM,2022-04-03,104022
American Samoa,ASM,2022-04-04,104022
American Samoa,ASM,2022-04-05,105490
American Samoa,ASM,2022-04-06,105490
American Samoa,ASM,2022-04-07,105490
American Samoa,ASM,2022-04-08,106334
American Samoa,ASM,2022-04-09,106520
American Samoa,ASM,2022-04-10,106520
American Samoa,ASM,2022-04-11,106520
American Samoa,ASM,2022-04-12,107025
American Samoa,ASM,2022-04-13,107099
American Samoa,ASM,2022-04-14,107224
American Samoa,ASM,2022-04-15,107477
American Samoa,ASM,2022-04-17,107477
American Samoa,ASM,2022-04-18,107477
American Samoa,ASM,2022-04-19,107477
American Samoa,ASM,2022-04-20,107477
American Samoa,ASM,2022-04-21,107565
American Samoa,ASM,2022-04-23,107922
American Samoa,ASM,2022-04-24,107922
American Samoa,ASM,2022-04-25,107922
American Samoa,ASM,2022-04-26,108332
American Samoa,ASM,2022-04-27,108332
American Samoa,ASM,2022-04-29,108682
American Samoa,ASM,2022-04-30,108682
American Samoa,ASM,2022-05-01,108682
American Samoa,ASM,2022-05-02,108682
American Samoa,ASM,2022-05-03,108682
American Samoa,ASM,2022-05-04,109415
American Samoa,ASM,2022-05-05,109529
American Samoa,ASM,2022-05-06,109639
American Samoa,ASM,2022-05-07,109639
American Samoa,ASM,2022-05-08,109639
American Samoa,ASM,2022-05-09,109639
American Samoa,ASM,2022-05-10,109720
American Samoa,ASM,2022-05-12,109971
American Samoa,ASM,2022-05-13,110052
American Samoa,ASM,2022-05-14,110158
American Samoa,ASM,2022-05-15,110158
American Samoa,ASM,2022-05-16,110158
American Samoa,ASM,2022-05-17,110267
American Samoa,ASM,2022-05-18,110341
American Samoa,ASM,2022-05-19,110403
American Samoa,ASM,2022-05-20,110483
American Samoa,ASM,2022-05-21,110550
American Samoa,ASM,2022-05-22,110550
American Samoa,ASM,2022-05-23,110550
American Samoa,ASM,2022-05-24,110671
American Samoa,ASM,2022-05-25,110671
American Samoa,ASM,2022-05-26,110671
American Samoa,ASM,2022-05-27,110743
American Samoa,ASM,2022-05-31,110809
American Samoa,ASM,2022-06-01,110949
American Samoa,ASM,2022-06-02,110979
American Samoa,ASM,2022-06-03,111040
American Samoa,ASM,2022-06-04,111067
American Samoa,ASM,2022-06-05,111067
American Samoa,ASM,2022-06-06,111067
American Samoa,ASM,2022-06-07,111154
American Samoa,ASM,2022-06-08,111207
American Samoa,ASM,2022-06-09,111252
American Samoa,ASM,2022-06-10,111289
American Samoa,ASM,2022-06-11,111289
American Samoa,ASM,2022-06-12,111289
